ProductId,ProductCategory,ProductTitle,ProductReference,ProductPrice,ProductImageUrl
2081,Hair brushes/Hair brushes,b'Round hair brush',Art. nr 1143,10.99,http://donegal.com.pl/2394-large_default/szczotko-lokowka.jpg
3599,Hair brushes/Hair brushes,b'Round hair brush',Art. nr 1250,6.69,http://donegal.com.pl/489-large_default/szczotko-lokowka.jpg
3068,Hair brushes/Hair brushes,b'Hair brush ORIENTHAIR',Art. nr 1227,8.79,http://donegal.com.pl/1946-large_default/szczotka-do-wlosow-orienthair.jpg
3067,Hair brushes/Hair brushes,b'Round hair brush ORIENTHAIR',Art. nr 1226,8.49,http://donegal.com.pl/1218-large_default/szczotko-lokowka-do-wlosow-orienthair.jpg
2138,Hair brushes/Hair brushes,b'Hair brush',Art. nr 9004,7.99,http://donegal.com.pl/425-large_default/szczotka-z-poduszka.jpg

2995,Hair brushes/Brushes,b'Detangler hair brush TT - HAIR',Art. nr 1218,16.49,http://donegal.com.pl/1212-large_default/szczotka-do-wlosow-tt-hair.jpg
3221,Hair brushes/Brushes,b'Detangler hair brush TT - HAIR',Art. nr 1233,24.89,http://donegal.com.pl/1337-large_default/szczotka-do-wlosow-tt-hair-chrome-look.jpg
3162,Hair brushes/Brushes,b'Detangler hair brush TT - HAIR',Art. nr 1231,9.29,http://donegal.com.pl/2257-large_default/szczotka-do-wlosow-tt-hair.jpg
3679,Hair brushes/Brushes,b'Detangler hair brush TT - HAIR',Art. nr 1245,14.89,http://donegal.com.pl/2268-large_default/szczotka-do-wlosow-zamykana.jpg
3745,Hair brushes/Brushes,b'Vented hair brush Natural & synthetic bristles',Art. nr 1260,17.89,http://donegal.com.pl/2224-large_default/1260.jpg
3746,Hair brushes/Brushes,b'Teasing hair brush',Art. nr 1261,13.69,http://donegal.com.pl/2225-large_default/1261.jpg
3227,Hair brushes/Brushes,b'Hair brush FUN BRUSH',Art. nr 1242,11.99,http://donegal.com.pl/871-large_default/szczotka-do-wlosow-fun-brush.jpg
892,Hair brushes/Brushes,b'Hair brush OOZY BRUSH',Art. nr 1155,10.59,http://donegal.com.pl/1942-large_default/szczotka-do-wlosow.jpg
3158,Hair brushes/Brushes,b'Hair brush OOZY BRUSH',Art. nr 1240,13.49,http://donegal.com.pl/1119-large_default/szczotka-do-wlosow-oozy-brush.jpg
2152,Hair brushes/Brushes,b'Wooden hair brush NATURE GIFT',Art. nr 9037,11.69,http://donegal.com.pl/2400-large_default/szczotka-drewniana-do-masazu-igly-drewniane.jpg
2150,Hair brushes/Brushes,b'Wooden hair brush NATURE GIFT',Art. nr 9026,11.69,http://donegal.com.pl/2401-large_default/szczotka-drwniana-do-masazu-igly-drewniane.jpg
2148,Hair brushes/Brushes,b'Wooden hair brush NATURE GIFT',Art. nr 9024,9.59,http://donegal.com.pl/2402-large_default/szczotka-drewniana-do-masazu-igly-drewniane.jpg
2157,Hair brushes/Brushes,b'Wooden hair brush Metal needles NATURE GIFT',Art. nr 9060,11.79,http://donegal.com.pl/2403-large_default/szczotka-drewniana-z-poduszka-igly-metalowe.jpg
2165,Hair brushes/Brushes,b'Wooden hair brush Natural bristle NATURE GIFT',Art. nr 9715,17.49,http://donegal.com.pl/1984-large_default/szczotka-drewniana-z-poduszka.jpg
2158,Hair brushes/Brushes,b'Wooden hair brush Metal needles NATURE GIFT',Art. nr 9061,8.99,http://donegal.com.pl/2404-large_default/szczotka-drewniana-z-poduszka-igly-metalowe.jpg
2134,Hair brushes/Brushes,b'Hair brush PREMIUM PLUS',Art. nr 1151,9.89,http://donegal.com.pl/1813-large_default/szczotka-z-poduszka.jpg
2130,Hair brushes/Brushes,b'Hair brush Natural bristle',Art. nr 1140,22.49,http://donegal.com.pl/2398-large_default/szczotka-z-naturalnym-wlosiem.jpg
2129,Hair brushes/Brushes,b'Hair brush',Art. nr 1139,12.99,http://donegal.com.pl/2397-large_default/szczotka-z-poduszka-igly.jpg
2132,Hair brushes/Brushes,b'Hair brush',Art. nr 1142,11.19,http://donegal.com.pl/2395-large_default/szczotka-waska-igly.jpg
2131,Hair brushes/Brushes,b'Hair brush',Art. nr 1141,10.69,http://donegal.com.pl/2396-large_default/szczotka-do-wlosow-z-poduszka-waska-igly.jpg
3592,Hair brushes/Brushes,b'Hair brush',Art. nr 1246,7.99,http://donegal.com.pl/298-large_default/szczotka-do-wlosow.jpg

2106,Hair brushes/Curler brushes,b'Round hair brush',Art. nr 9591,21.49,http://donegal.com.pl/2026-large_default/szczotko-lokowka-aluminium-53-78.jpg
2093,Hair brushes/Curler brushes,b'Round hair brush',Art. nr 9044,17.49,http://donegal.com.pl/1792-large_default/szczotko-lokowka-aluminium-42-60.jpg
2094,Hair brushes/Curler brushes,b'Round hair brush',Art. nr 9045,12.99,http://donegal.com.pl/382-large_default/szczotko-lokowka-aluminium-32-50.jpg
2095,Hair brushes/Curler brushes,b'Round hair brush',Art. nr 9046,11.59,http://donegal.com.pl/1139-large_default/szczotko-lokowka-aluminium-24-38.jpg
2096,Hair brushes/Curler brushes,b'Round hair brush',Art. nr 9047,10.59,http://donegal.com.pl/1869-large_default/szczotko-lokowka-aluminium-15-23.jpg
2114,Hair brushes/Curler brushes,b'Round hair brush',Art. nr 9897,11.59,http://donegal.com.pl/2687-large_default/szczotko-lokowka-aluminium-36-48.jpg
2081,Hair brushes/Curler brushes,b'Round hair brush',Art. nr 1143,10.99,http://donegal.com.pl/2394-large_default/szczotko-lokowka.jpg
3599,Hair brushes/Curler brushes,b'Round hair brush',Art. nr 1250,6.69,http://donegal.com.pl/489-large_default/szczotko-lokowka.jpg
2089,Hair brushes/Curler brushes,b'Round hair brush',Art. nr 9017,4.79,http://donegal.com.pl/2689-large_default/szczotko-lokowka-plastikowa-13-38.jpg
2090,Hair brushes/Curler brushes,b'Round hair brush',Art. nr 9018,4.69,http://donegal.com.pl/2690-large_default/szczotko-lokowka-plastikowa-13-38.jpg
2091,Hair brushes/Curler brushes,b'Round hair brush',Art. nr 9019,5.99,http://donegal.com.pl/2692-large_default/szczotko-lokowka-plastikowa-13-28.jpg
2092,Hair brushes/Curler brushes,b'Round hair brush',Art. nr 9020,6.29,http://donegal.com.pl/2691-large_default/szczotko-lokowka-20-34.jpg
3648,Hair brushes/Curler brushes,b'Round hair brush',Art. nr 1253,17.99,http://donegal.com.pl/1306-large_default/szczotko-lokowka-brazowa-premium-plus.jpg
3067,Hair brushes/Curler brushes,b'Round hair brush ORIENTHAIR',Art. nr 1226,8.49,http://donegal.com.pl/1218-large_default/szczotko-lokowka-do-wlosow-orienthair.jpg
2108,Hair brushes/Curler brushes,b'Wooden hair brush Natural bristle',Art. nr 9878,22.79,http://donegal.com.pl/2685-large_default/szczotko-lokowka-drewniana-naturalne-wlosie-20-55.jpg
3172,Hair brushes/Curler brushes,b'Wooden hair brush Natural bristle',Art. nr 9879,21.79,http://donegal.com.pl/1570-large_default/szczotko-lokowka-drewniana-naturalne-wlosie-28-58-mm.jpg
2098,Hair brushes/Curler brushes,b'Wooden hair brush Natural bristle',Art. nr 9118,6.99,http://donegal.com.pl/2683-large_default/szczotko-lokowka-drewniana-40-mm.jpg
2105,Hair brushes/Curler brushes,b'Round hair brush Natural bristle',Art. nr 9590,6.79,http://donegal.com.pl/2684-large_default/szczotko-lokowka-drewniana-27.jpg

3053,Hair/Hair combs,b'Afro hair pick lifting comb',Art. nr 1513,2.19,http://donegal.com.pl/974-large_default/grzebien-afro-154x71cm.jpg
1069,Hair/Hair combs,b'Hair comb',Art. nr 9093,3.79,http://donegal.com.pl/2524-large_default/grzebien-fryzjerski-donair.jpg
1070,Hair/Hair combs,b'Hair comb',Art. nr 9094,3.79,http://donegal.com.pl/2523-large_default/grzebien-fryzjerski-donair.jpg
1071,Hair/Hair combs,b'Hair comb',Art. nr 9095,3.19,http://donegal.com.pl/2522-large_default/grzebien-fryzjerski-donair.jpg
1072,Hair/Hair combs,b'Hair comb',Art. nr 9096,3.19,http://donegal.com.pl/2521-large_default/grzebien-fryzjerski-donair.jpg
1074,Hair/Hair combs,b'Hair comb',Art. nr 9228,3.29,http://donegal.com.pl/2520-large_default/grzebien-fryzjerski-donair.jpg
1064,Hair/Hair combs,b'Hair comb',Art. nr 9087,3.59,http://donegal.com.pl/2531-large_default/grzebien-fryzjerski-donair.jpg
1065,Hair/Hair combs,b'Hair comb',Art. nr 9088,3.39,http://donegal.com.pl/2530-large_default/grzebien-fryzjerski-donair.jpg
1062,Hair/Hair combs,b'Hair comb',Art. nr 9085,3.99,http://donegal.com.pl/2533-large_default/grzebien-fryzjerski-donair.jpg
1063,Hair/Hair combs,b'Hair comb',Art. nr 9086,4.19,http://donegal.com.pl/2532-large_default/grzebien-fryzjerski-donair.jpg
1067,Hair/Hair combs,b'Hair comb',Art. nr 9090,2.99,http://donegal.com.pl/2528-large_default/grzebien-fryzjerski-donair.jpg
1066,Hair/Hair combs,b'Hair comb',Art. nr 9089,3.39,http://donegal.com.pl/2529-large_default/grzebien-fryzjerski-donair.jpg
1068,Hair/Hair combs,b'Hair comb',Art. nr 9091,3.99,http://donegal.com.pl/2526-large_default/grzebien-fryzjerski-donair.jpg
1076,Hair/Hair combs,b'Hair comb',Art. nr 9305,3.39,http://donegal.com.pl/2527-large_default/grzebien-fryzjerski-donair.jpg
1075,Hair/Hair combs,b'Hair comb',Art. nr 9304,3.49,http://donegal.com.pl/2525-large_default/grzebien-fryzjerski-donair.jpg
1077,Hair/Hair combs,b'Hair comb',Art. nr 9306,3.59,http://donegal.com.pl/2534-large_default/grzebien-fryzjerski-donair.jpg
1083,Hair/Hair combs,b'Hair comb',Art. nr 9801,2.29,http://donegal.com.pl/245-large_default/grzebien-sferyczny-204-cm.jpg
1084,Hair/Hair combs,b'Hair comb',Art. nr 9803,2.19,http://donegal.com.pl/1004-large_default/grzebien-do-wlosow.jpg
1078,Hair/Hair combs,b'Hair comb',Art. nr 9406,2.99,http://donegal.com.pl/842-large_default/grzebien-do-wlosow-197-cm.jpg
1090,Hair/Hair combs,b'Hair comb',Art. nr 9811,3.79,http://donegal.com.pl/1399-large_default/grzebien-floral-216-cm.jpg
1085,Hair/Hair combs,b'Hair comb',Art. nr 9804,2.59,http://donegal.com.pl/1738-large_default/grzebien-do-wlosow-223-cm.jpg

3127,Hair ornaments/Hair ornaments,b'Hair clip claws 2 pcs',Art. nr FA-5829,3.99,http://donegal.com.pl/2761-large_default/black-hair-claws-pins.jpg
3128,Hair ornaments/Hair ornaments,b'Hair clip claws 2 pcs',Art. nr FA-5830,4.19,http://donegal.com.pl/2762-large_default/brown-hair-clips.jpg
3129,Hair ornaments/Hair ornaments,b'Duckbill hair clip',Art. nr FA-5831,3.89,http://donegal.com.pl/2763-large_default/black-duck-hair-clip.jpg
3130,Hair ornaments/Hair ornaments,b'Duckbill hair clip',Art. nr FA-5832,3.99,http://donegal.com.pl/2764-large_default/duck-hair-clip.jpg
1655,Hair ornaments/Hair ornaments,b'Black hair band',Art. nr FA-9918,3.89,http://donegal.com.pl/168-large_default/opaska-czarna.jpg
1660,Hair ornaments/Hair ornaments,b'Black hair band',Art. nr FA-9847,3.19,http://donegal.com.pl/1744-large_default/opaska-cienka-czarna.jpg
1658,Hair ornaments/Hair ornaments,b'Black hair bands 2 pcs',Art. nr FA-9924,3.89,http://donegal.com.pl/251-large_default/opaska-czarna-2-szt.jpg
1586,Hair ornaments/Hair ornaments,b'Ponytail holders 12 pcs',Art. nr FA-9904,1.99,http://donegal.com.pl/328-large_default/gumka-mix-12-szt.jpg
1590,Hair ornaments/Hair ornaments,b'Ponytail holders 12 pcs',Art. nr FA-9921,3.69,http://donegal.com.pl/1167-large_default/gumka-mix-12-szt.jpg
1592,Hair ornaments/Hair ornaments,b'Ponytail holders 6 pcs',Art. nr FA-9934,4.39,http://donegal.com.pl/491-large_default/gumka-czarna-mix-6-szt.jpg
1612,Hair ornaments/Hair ornaments,b'Hair clip claw',Art. nr FA-9916,2.59,http://donegal.com.pl/1617-large_default/klamra-czarna.jpg
1605,Hair ornaments/Hair ornaments,b'Hair clip claw',Art. nr FA-9777,3.49,http://donegal.com.pl/755-large_default/klamra-czarna.jpg
1606,Hair ornaments/Hair ornaments,b'Hair clip claw',Art. nr FA-9792,2.79,http://donegal.com.pl/1487-large_default/klamra-czarna.jpg
1611,Hair ornaments/Hair ornaments,b'Hair clip claw',Art. nr FA-9915,3.69,http://donegal.com.pl/886-large_default/klamra-czarna-bursztyn-jasny-bursztyn.jpg
1604,Hair ornaments/Hair ornaments,b'Hair clip claw',Art. nr FA-9776,3.49,http://donegal.com.pl/2161-large_default/klamra-czarna.jpg
1607,Hair ornaments/Hair ornaments,b'Hair clip claw',Art. nr FA-9796,2.59,http://donegal.com.pl/2818-large_default/klamra-czarna.jpg
1614,Hair ornaments/Hair ornaments,b'Hair clip claws 4 pcs',Art. nr FA-9930,2.89,http://donegal.com.pl/2820-large_default/mala-klamra-4-szt-czarna.jpg
2260,Hair ornaments/Hair ornaments,b'Metal snap hair clips 2 pcs',Art. nr FA-5268,4.19,http://donegal.com.pl/1553-large_default/spinka-automatyczna-click-clack-yellow-fire-zolta-2-szt.jpg
2264,Hair ornaments/Hair ornaments,b'Metal snap hair clips 2 pcs',Art. nr FA-5270,4.19,http://donegal.com.pl/1849-large_default/spinka-automatyczna-click-clack-orange-fire-pomaranczowa-2-szt.jpg
1747,Hair ornaments/Hair ornaments,b'Metal snap hair clips 3 pcs',Art. nr FA-9862,2.99,http://donegal.com.pl/1606-large_default/spinka-automatyczna-click-clack-czarna-4-szt.jpg
1545,Hair ornaments/Hair ornaments,b'Ponytail holder',Art. nr FA-5052,4.99,http://donegal.com.pl/201-large_default/gumka-z-koralikami-rozowa.jpg

1532,Hair ornaments/Hair Stones,b'Swarovski zirconia Gold',Art. nr 5030/C,11.39,http://donegal.com.pl/347-large_default/cyrkonie-na-wlosy-zlote.jpg
1530,Hair ornaments/Hair Stones,b'Swarovski zirconia Pink',Art. nr 5030/A,11.39,http://donegal.com.pl/1026-large_default/cyrkonie-na-wlosy-rozowe.jpg
1531,Hair ornaments/Hair Stones,b'Swarovski zirconia Silver',Art. nr 5030/B,11.39,http://donegal.com.pl/1760-large_default/cyrkonie-na-wlosy-srebrne.jpg

3104,Hair ornaments/Scrunchies,b'Scrunchies 2 pcs',Art. nr FA-5519,4.29,http://donegal.com.pl/581-large_default/gumka-do-wlosow-summer-105cm-2szt.jpg
3111,Hair ornaments/Scrunchies,b'Scrunchies 2 pcs',Art. nr FA-5526,4.79,http://donegal.com.pl/272-large_default/frotka-woolly-2szt.jpg
2474,Hair ornaments/Scrunchies,b'Scrunchy 12 pcs',Art. nr FA-9570,2.99,http://donegal.com.pl/107-large_default/frotka-do-wlosow-czarna-mala.jpg
1536,Hair ornaments/Scrunchies,b'Scrunchies 12 pcs',Art. nr FA-9581,4.19,http://donegal.com.pl/1185-large_default/frotka-mix-12-szt.jpg
2988,Hair ornaments/Scrunchies,b'Scrunchies 6 pcs',Art. nr FA-5828,4.79,http://donegal.com.pl/452-large_default/frotka-do-wlosow-rene-6szt.jpg
1535,Hair ornaments/Scrunchies,b'Scrunchies 12 pcs',Art. nr FA-9579,4.59,http://donegal.com.pl/430-large_default/frotka-mix-12-szt.jpg
2473,Hair ornaments/Scrunchies,b'Scrunchies 12 pcs',Art. nr FA-9569,4.59,http://donegal.com.pl/864-large_default/frotka-do-wlosow-czarna-duza.jpg
1537,Hair ornaments/Scrunchies,b'Scrunchies 4 pcs',Art. nr FA-9935,1.79,http://donegal.com.pl/1914-large_default/frotka-mix-4-szt.jpg
2987,Hair ornaments/Scrunchies,b'Scrunchies 10 pcs',Art. nr FA-5827,1.89,http://donegal.com.pl/1859-large_default/frotka-do-wlosow-selbi-10-szt.jpg

3124,Hair ornaments/Ponytail holders,b'Ponytail holders LOLLIPOP 20 pcs',Art. nr FA-5539,9.49,http://donegal.com.pl/592-large_default/gumka-lollipop-20szt.jpg
3122,Hair ornaments/Ponytail holders,b'Ponytail holders SWEET FROG 20 pcs',Art. nr FA-5537,8.79,http://donegal.com.pl/1269-large_default/gumka-do-wlosow-sweet-frog-20szt.jpg
3123,Hair ornaments/Ponytail holders,b'Ponytail holders SWEET DUCK 20 pcs',Art. nr FA-5538,8.79,http://donegal.com.pl/1999-large_default/gumka-do-wlosow-sweet-duck-20szt.jpg
3643,Hair ornaments/Ponytail holders,b'Ponytail holders TELE WIRE 3 pcs',Art. nr FA-5587,6.49,http://donegal.com.pl/1880-large_default/gumka-do-wlosow-tele-wire-3szt.jpg
1545,Hair ornaments/Ponytail holders,b'Ponytail holder',Art. nr FA-5052,4.99,http://donegal.com.pl/201-large_default/gumka-z-koralikami-rozowa.jpg
1589,Hair ornaments/Ponytail holders,b'Ponytail holders 3 pcs',Art. nr FA-9920,2.79,http://donegal.com.pl/410-large_default/gumka-mix-3-szt.jpg
3174,Hair ornaments/Ponytail holders,b'Ponytail holders 4 pcs',Art. nr FA-5213,3.19,http://donegal.com.pl/749-large_default/gumka-falowana-czarna-6szt.jpg
3173,Hair ornaments/Ponytail holders,b'Ponytail holders 4 pcs',Art. nr FA-5136,3.29,http://donegal.com.pl/999-large_default/gumka-opleciona-mix-4szt.jpg
3118,Hair ornaments/Ponytail holders,b'Ponytail holders 3 pcs',Art. nr FA-5533,7.19,http://donegal.com.pl/435-large_default/gumka-do-wlosow-neon-rainbow-3szt.jpg
3108,Hair ornaments/Ponytail holders,b'Ponytail holders 10 pcs',Art. nr FA-5523,12.29,http://donegal.com.pl/190-large_default/gumka-do-wlosow-glossy.jpg
3102,Hair ornaments/Ponytail holders,b'Ponytail holders 6 pcs',Art. nr FA-5517,9.29,http://donegal.com.pl/1259-large_default/gumka-do-wlosow-digar-45cm-6szt.jpg
3101,Hair ornaments/Ponytail holders,b'Ponytail holders 6 pcs',Art. nr FA-5516,10.89,http://donegal.com.pl/504-large_default/gumka-do-wlosow-trio-45cm-6szt.jpg
3103,Hair ornaments/Ponytail holders,b'Ponytail holders 6 pcs',Art. nr FA-5518,10.89,http://donegal.com.pl/1988-large_default/gumka-do-wlosow-tallic-45cm-6szt.jpg
3110,Hair ornaments/Ponytail holders,b'Ponytail holders 4 pcs',Art. nr FA-5525,12.29,http://donegal.com.pl/1684-large_default/gumka-do-wlosow-colorful-set.jpg
3109,Hair ornaments/Ponytail holders,b'Ponytail holders 4 pcs',Art. nr FA-5524,11.49,http://donegal.com.pl/950-large_default/gumka-do-wlosow-little-dots.jpg
1581,Hair ornaments/Ponytail holders,b'Ponytail holders 24 pcs',Art. nr FA-9582,2.49,http://donegal.com.pl/926-large_default/gumka-mix-24-szt.jpg
1584,Hair ornaments/Ponytail holders,b'Ponytail holders 6 pcs',Art. nr FA-9863,2.19,http://donegal.com.pl/1008-large_default/gumka-6szt-czarna.jpg
1583,Hair ornaments/Ponytail holders,b'Ponytail holders 6 pcs',Art. nr FA-9873,2.19,http://donegal.com.pl/249-large_default/gumka-6szt-mix-kolor.jpg
1585,Hair ornaments/Ponytail holders,b'Ponytail holders 12 pcs',Art. nr FA-9874,2.49,http://donegal.com.pl/1742-large_default/gumka-mix-12-szt.jpg
1586,Hair ornaments/Ponytail holders,b'Ponytail holders 12 pcs',Art. nr FA-9904,1.99,http://donegal.com.pl/328-large_default/gumka-mix-12-szt.jpg
1587,Hair ornaments/Ponytail holders,b'PONYTAIL HOLDERS',Art. nr FA-9908,2.39,http://donegal.com.pl/1088-large_default/gumka-mix-6-szt.jpg

1607,Hair ornaments/Hair clips,b'Hair clip claw',Art. nr FA-9796,2.59,http://donegal.com.pl/2818-large_default/klamra-czarna.jpg
2919,Hair ornaments/Hair clips,b'Hair clip claw',Art. nr FA-5803,2.49,http://donegal.com.pl/2817-large_default/klamra-bursztyn.jpg
3127,Hair ornaments/Hair clips,b'Hair clip claws 2 pcs',Art. nr FA-5829,3.99,http://donegal.com.pl/2761-large_default/black-hair-claws-pins.jpg
3128,Hair ornaments/Hair clips,b'Hair clip claws 2 pcs',Art. nr FA-5830,4.19,http://donegal.com.pl/2762-large_default/brown-hair-clips.jpg
1614,Hair ornaments/Hair clips,b'Hair clip claws 4 pcs',Art. nr FA-9930,2.89,http://donegal.com.pl/2820-large_default/mala-klamra-4-szt-czarna.jpg
2918,Hair ornaments/Hair clips,b'Hair clip claws 4 pcs',Art. nr FA-5819,2.89,http://donegal.com.pl/2819-large_default/klamra-mini-bursztyn-4-szt.jpg
1611,Hair ornaments/Hair clips,b'Hair clip claw',Art. nr FA-9915,3.69,http://donegal.com.pl/886-large_default/klamra-czarna-bursztyn-jasny-bursztyn.jpg
1606,Hair ornaments/Hair clips,b'Hair clip claw',Art. nr FA-9792,2.79,http://donegal.com.pl/1487-large_default/klamra-czarna.jpg
1605,Hair ornaments/Hair clips,b'Hair clip claw',Art. nr FA-9777,3.49,http://donegal.com.pl/755-large_default/klamra-czarna.jpg
1612,Hair ornaments/Hair clips,b'Hair clip claw',Art. nr FA-9916,2.59,http://donegal.com.pl/1617-large_default/klamra-czarna.jpg
1604,Hair ornaments/Hair clips,b'Hair clip claw',Art. nr FA-9776,3.49,http://donegal.com.pl/2161-large_default/klamra-czarna.jpg
2920,Hair ornaments/Hair clips,b'Hair clip claw',Art. nr FA-5805,1.99,http://donegal.com.pl/578-large_default/klamra-bursztyn.jpg
2975,Hair ornaments/Hair clips,b'Hair clip claw',Art. nr FA-5813,4.89,http://donegal.com.pl/208-large_default/klamra-bursztyn.jpg
2933,Hair ornaments/Hair clips,b'Hair clip claw',Art. nr FA-5802,2.99,http://donegal.com.pl/1787-large_default/klamra-bursztyn.jpg
2934,Hair ornaments/Hair clips,b'Hair clip claw',Art. nr FA-5801,3.49,http://donegal.com.pl/1054-large_default/klamra-bursztyn.jpg
2965,Hair ornaments/Hair clips,b'Hair clip claw',Art. nr FA-5800,3.49,http://donegal.com.pl/1707-large_default/klamra-bursztyn.jpg
2936,Hair ornaments/Hair clips,b'Hair clip claw',Art. nr FA-5814,3.19,http://donegal.com.pl/2024-large_default/klamra-bursztynowa.jpg
2967,Hair ornaments/Hair clips,b'Hair clip claw',Art. nr FA-5804,1.89,http://donegal.com.pl/580-large_default/klamra-bursztyn.jpg
1608,Hair ornaments/Hair clips,b'Hair clip claw',Art. nr FA-9800,1.89,http://donegal.com.pl/815-large_default/klamra-czarna-bursztyn-jasny-bursztyn.jpg
1610,Hair ornaments/Hair clips,b'Hair barrette',Art. nr FA-9905,3.59,http://donegal.com.pl/128-large_default/klamra-czarna-bursztyn.jpg
2421,Hair ornaments/Hair clips,b'Hair clip claws 8 pcs',Art. nr FA-9917,3.99,http://donegal.com.pl/123-large_default/klamra-mini-8-szt.jpg

1655,Hair ornaments/Hair bands,b'Black hair band',Art. nr FA-9918,3.89,http://donegal.com.pl/168-large_default/opaska-czarna.jpg
1661,Hair ornaments/Hair bands,b'Black hair band',Art. nr FA-9927,3.69,http://donegal.com.pl/330-large_default/opaska-czarna.jpg
1660,Hair ornaments/Hair bands,b'Black hair band',Art. nr FA-9847,3.19,http://donegal.com.pl/1744-large_default/opaska-cienka-czarna.jpg
1658,Hair ornaments/Hair bands,b'Black hair bands 2 pcs',Art. nr FA-9924,3.89,http://donegal.com.pl/251-large_default/opaska-czarna-2-szt.jpg
1656,Hair ornaments/Hair bands,b'Black hair band',Art. nr FA-9919,4.59,http://donegal.com.pl/928-large_default/opaska-czarna.jpg
1616,Hair ornaments/Hair bands,b'Silver hair band',Art. nr FA-5110,7.99,http://donegal.com.pl/1700-large_default/opaska-zloto-srebro.jpg
1659,Hair ornaments/Hair bands,b'Hair band',Art. nr FA-9926,3.19,http://donegal.com.pl/1009-large_default/opaska-cienka-bursztyn.jpg
2917,Hair ornaments/Hair bands,b'Hair band',Art. nr FA-5818,3.69,http://donegal.com.pl/893-large_default/opaska-bursztyn-ii.jpg
2223,Hair ornaments/Hair bands,b'Hair band',Art. nr FA-5106,5.19,http://donegal.com.pl/756-large_default/opaska-do-wlz-kokardka-czerwona.jpg
2278,Hair ornaments/Hair bands,b'Hair band',Art. nr FA-5278,5.19,http://donegal.com.pl/1412-large_default/opaska-czerwona.jpg
2275,Hair ornaments/Hair bands,b'Hair band',Art. nr FA-5276,5.19,http://donegal.com.pl/603-large_default/opaska-do-wlosow-zileona.jpg
2279,Hair ornaments/Hair bands,b'Hair band',Art. nr FA-5279,5.19,http://donegal.com.pl/1335-large_default/opaska-granatowa.jpg
2239,Hair ornaments/Hair bands,b'FABRIC HAIR BAND',Art. nr FA-5226,6.89,http://donegal.com.pl/1053-large_default/opaska-materialowa-do-wlosow-brazowa.jpg
2237,Hair ornaments/Hair bands,b'material hair band',Art. nr FA-5225,6.89,http://donegal.com.pl/564-large_default/opaska-materialowa-do-wlosow-czarna.jpg
2401,Hair ornaments/Hair bands,b'Hair band',Art. nr FA-5332,4.29,http://donegal.com.pl/1076-large_default/opaska-cienka-z-cyrkoniami-zielona.jpg
1615,Hair ornaments/Hair bands,b'Hair band',Art. nr FA-5108,3.79,http://donegal.com.pl/966-large_default/opaska-cienka-z-owocami.jpg
2883,Hair ornaments/Hair bands,b'Hair band',Art. nr FA-5495,4.69,http://donegal.com.pl/786-large_default/opaska-do-wlosow-viva-18cm-x-45cm-2-szt.jpg

3129,Hair ornaments/Hair pins,b'Duckbill hair clip',Art. nr FA-5831,3.89,http://donegal.com.pl/2763-large_default/black-duck-hair-clip.jpg
3130,Hair ornaments/Hair pins,b'Duckbill hair clip',Art. nr FA-5832,3.99,http://donegal.com.pl/2764-large_default/duck-hair-clip.jpg
2935,Hair ornaments/Hair pins,b'Metal snap hair clips 4 pcs',Art. nr FA-5810,2.99,http://donegal.com.pl/1294-large_default/spinka-automatyczna-click-clack-burszytnowa-4-szt.jpg
1747,Hair ornaments/Hair pins,b'Metal snap hair clips 3 pcs',Art. nr FA-9862,2.99,http://donegal.com.pl/1606-large_default/spinka-automatyczna-click-clack-czarna-4-szt.jpg
1748,Hair ornaments/Hair pins,b'Metal snap hair clips 4 pcs',Art. nr FA-9864,3.39,http://donegal.com.pl/194-large_default/spinka-automatyczna-click-clack-czarna-bursztynowa-4-szt.jpg
2260,Hair ornaments/Hair pins,b'Metal snap hair clips 2 pcs',Art. nr FA-5268,4.19,http://donegal.com.pl/1553-large_default/spinka-automatyczna-click-clack-yellow-fire-zolta-2-szt.jpg
2264,Hair ornaments/Hair pins,b'Metal snap hair clips 2 pcs',Art. nr FA-5270,4.19,http://donegal.com.pl/1849-large_default/spinka-automatyczna-click-clack-orange-fire-pomaranczowa-2-szt.jpg
3195,Hair ornaments/Hair pins,b'Metal snap hair clips 6 pcs',Art. nr FA-5561,5.19,http://donegal.com.pl/442-large_default/spinka-do-wlosow-pin-up-candy-5cm-4szt.jpg
2889,Hair ornaments/Hair pins,b'Metal snap hair clips 6 pcs',Art. nr FA-5501,3.89,http://donegal.com.pl/929-large_default/spinki-do-wlosow-45cm-6szt.jpg
2888,Hair ornaments/Hair pins,b'Metal snap hair clips 6 pcs',Art. nr FA-5500,3.89,http://donegal.com.pl/169-large_default/spinki-do-wlosow-45cm-6szt.jpg
3182,Hair ornaments/Hair pins,b'Metal snap hair clips 6 pcs',Art. nr FA-5549,4.99,http://donegal.com.pl/482-large_default/spinka-do-wlosow-ombre-4cm-6szt.jpg
3198,Hair ornaments/Hair pins,b'Bow hair clips 2 pcs',Art. nr FA-5564,6.19,http://donegal.com.pl/1391-large_default/spinka-do-wlosow-kokarda-2szt.jpg
3217,Hair ornaments/Hair pins,b'Bow hair clips 2 pcs',Art. nr FA-5583,6.19,http://donegal.com.pl/325-large_default/spinka-do-wlosow-kokarda-2szt.jpg
